imgs,segs
HGG\flair\patient220_slice115.png,HGG\seg\patient220_slice115.png
HGG\flair\patient149_slice101.png,HGG\seg\patient149_slice101.png
LGG\flair\patient009_slice081.png,LGG\seg\patient009_slice081.png
HGG\flair\patient204_slice072.png,HGG\seg\patient204_slice072.png
HGG\flair\patient047_slice096.png,HGG\seg\patient047_slice096.png
LGG\flair\patient043_slice078.png,LGG\seg\patient043_slice078.png
HGG\flair\patient201_slice108.png,HGG\seg\patient201_slice108.png
HGG\flair\patient134_slice096.png,HGG\seg\patient134_slice096.png
LGG\flair\patient051_slice086.png,LGG\seg\patient051_slice086.png
HGG\flair\patient214_slice083.png,HGG\seg\patient214_slice083.png
HGG\flair\patient120_slice081.png,HGG\seg\patient120_slice081.png
LGG\flair\patient062_slice103.png,LGG\seg\patient062_slice103.png
HGG\flair\patient085_slice088.png,HGG\seg\patient085_slice088.png
HGG\flair\patient089_slice090.png,HGG\seg\patient089_slice090.png
HGG\flair\patient081_slice084.png,HGG\seg\patient081_slice084.png
LGG\flair\patient009_slice087.png,LGG\seg\patient009_slice087.png
HGG\flair\patient015_slice074.png,HGG\seg\patient015_slice074.png
HGG\flair\patient173_slice081.png,HGG\seg\patient173_slice081.png
HGG\flair\patient256_slice074.png,HGG\seg\patient256_slice074.png
LGG\flair\patient039_slice115.png,LGG\seg\patient039_slice115.png
HGG\flair\patient057_slice087.png,HGG\seg\patient057_slice087.png
HGG\flair\patient175_slice082.png,HGG\seg\patient175_slice082.png
HGG\flair\patient127_slice095.png,HGG\seg\patient127_slice095.png
HGG\flair\patient031_slice108.png,HGG\seg\patient031_slice108.png
HGG\flair\patient030_slice081.png,HGG\seg\patient030_slice081.png
HGG\flair\patient048_slice070.png,HGG\seg\patient048_slice070.png
HGG\flair\patient185_slice101.png,HGG\seg\patient185_slice101.png
HGG\flair\patient176_slice079.png,HGG\seg\patient176_slice079.png
HGG\flair\patient252_slice075.png,HGG\seg\patient252_slice075.png
HGG\flair\patient217_slice091.png,HGG\seg\patient217_slice091.png
HGG\flair\patient127_slice082.png,HGG\seg\patient127_slice082.png
HGG\flair\patient064_slice075.png,HGG\seg\patient064_slice075.png
HGG\flair\patient188_slice088.png,HGG\seg\patient188_slice088.png
HGG\flair\patient130_slice101.png,HGG\seg\patient130_slice101.png
HGG\flair\patient013_slice119.png,HGG\seg\patient013_slice119.png
HGG\flair\patient026_slice085.png,HGG\seg\patient026_slice085.png
HGG\flair\patient254_slice100.png,HGG\seg\patient254_slice100.png
LGG\flair\patient052_slice093.png,LGG\seg\patient052_slice093.png
HGG\flair\patient181_slice114.png,HGG\seg\patient181_slice114.png
HGG\flair\patient149_slice100.png,HGG\seg\patient149_slice100.png
HGG\flair\patient052_slice071.png,HGG\seg\patient052_slice071.png
HGG\flair\patient092_slice096.png,HGG\seg\patient092_slice096.png
LGG\flair\patient019_slice080.png,LGG\seg\patient019_slice080.png
HGG\flair\patient216_slice111.png,HGG\seg\patient216_slice111.png
HGG\flair\patient089_slice085.png,HGG\seg\patient089_slice085.png
HGG\flair\patient201_slice070.png,HGG\seg\patient201_slice070.png
HGG\flair\patient194_slice083.png,HGG\seg\patient194_slice083.png
HGG\flair\patient135_slice088.png,HGG\seg\patient135_slice088.png
HGG\flair\patient191_slice075.png,HGG\seg\patient191_slice075.png
HGG\flair\patient035_slice111.png,HGG\seg\patient035_slice111.png
HGG\flair\patient006_slice076.png,HGG\seg\patient006_slice076.png
LGG\flair\patient020_slice103.png,LGG\seg\patient020_slice103.png
HGG\flair\patient009_slice108.png,HGG\seg\patient009_slice108.png
HGG\flair\patient091_slice082.png,HGG\seg\patient091_slice082.png
HGG\flair\patient114_slice071.png,HGG\seg\patient114_slice071.png
HGG\flair\patient155_slice095.png,HGG\seg\patient155_slice095.png
HGG\flair\patient242_slice085.png,HGG\seg\patient242_slice085.png
LGG\flair\patient038_slice086.png,LGG\seg\patient038_slice086.png
HGG\flair\patient131_slice101.png,HGG\seg\patient131_slice101.png
HGG\flair\patient151_slice111.png,HGG\seg\patient151_slice111.png
HGG\flair\patient023_slice106.png,HGG\seg\patient023_slice106.png
HGG\flair\patient203_slice072.png,HGG\seg\patient203_slice072.png
LGG\flair\patient019_slice074.png,LGG\seg\patient019_slice074.png
HGG\flair\patient224_slice110.png,HGG\seg\patient224_slice110.png
HGG\flair\patient229_slice094.png,HGG\seg\patient229_slice094.png
HGG\flair\patient018_slice098.png,HGG\seg\patient018_slice098.png
HGG\flair\patient177_slice085.png,HGG\seg\patient177_slice085.png
LGG\flair\patient045_slice107.png,LGG\seg\patient045_slice107.png
HGG\flair\patient218_slice070.png,HGG\seg\patient218_slice070.png
LGG\flair\patient074_slice096.png,LGG\seg\patient074_slice096.png
HGG\flair\patient209_slice090.png,HGG\seg\patient209_slice090.png
HGG\flair\patient233_slice072.png,HGG\seg\patient233_slice072.png
LGG\flair\patient029_slice093.png,LGG\seg\patient029_slice093.png
HGG\flair\patient170_slice099.png,HGG\seg\patient170_slice099.png
HGG\flair\patient231_slice102.png,HGG\seg\patient231_slice102.png
HGG\flair\patient063_slice087.png,HGG\seg\patient063_slice087.png
HGG\flair\patient004_slice096.png,HGG\seg\patient004_slice096.png
HGG\flair\patient068_slice114.png,HGG\seg\patient068_slice114.png
HGG\flair\patient029_slice077.png,HGG\seg\patient029_slice077.png
HGG\flair\patient166_slice107.png,HGG\seg\patient166_slice107.png
HGG\flair\patient258_slice094.png,HGG\seg\patient258_slice094.png
HGG\flair\patient179_slice100.png,HGG\seg\patient179_slice100.png
HGG\flair\patient194_slice078.png,HGG\seg\patient194_slice078.png
HGG\flair\patient085_slice113.png,HGG\seg\patient085_slice113.png
LGG\flair\patient025_slice076.png,LGG\seg\patient025_slice076.png
HGG\flair\patient164_slice092.png,HGG\seg\patient164_slice092.png
HGG\flair\patient046_slice101.png,HGG\seg\patient046_slice101.png
HGG\flair\patient112_slice087.png,HGG\seg\patient112_slice087.png
HGG\flair\patient151_slice110.png,HGG\seg\patient151_slice110.png
HGG\flair\patient159_slice087.png,HGG\seg\patient159_slice087.png
HGG\flair\patient179_slice113.png,HGG\seg\patient179_slice113.png
HGG\flair\patient062_slice093.png,HGG\seg\patient062_slice093.png
HGG\flair\patient145_slice116.png,HGG\seg\patient145_slice116.png
LGG\flair\patient034_slice079.png,LGG\seg\patient034_slice079.png
HGG\flair\patient099_slice084.png,HGG\seg\patient099_slice084.png
HGG\flair\patient138_slice115.png,HGG\seg\patient138_slice115.png
HGG\flair\patient024_slice091.png,HGG\seg\patient024_slice091.png
HGG\flair\patient064_slice071.png,HGG\seg\patient064_slice071.png
HGG\flair\patient158_slice083.png,HGG\seg\patient158_slice083.png
HGG\flair\patient164_slice077.png,HGG\seg\patient164_slice077.png
HGG\flair\patient048_slice108.png,HGG\seg\patient048_slice108.png
HGG\flair\patient225_slice093.png,HGG\seg\patient225_slice093.png
LGG\flair\patient025_slice078.png,LGG\seg\patient025_slice078.png
HGG\flair\patient029_slice081.png,HGG\seg\patient029_slice081.png
LGG\flair\patient038_slice115.png,LGG\seg\patient038_slice115.png
HGG\flair\patient256_slice108.png,HGG\seg\patient256_slice108.png
LGG\flair\patient038_slice097.png,LGG\seg\patient038_slice097.png
HGG\flair\patient013_slice098.png,HGG\seg\patient013_slice098.png
HGG\flair\patient152_slice085.png,HGG\seg\patient152_slice085.png
HGG\flair\patient223_slice088.png,HGG\seg\patient223_slice088.png
HGG\flair\patient132_slice088.png,HGG\seg\patient132_slice088.png
HGG\flair\patient010_slice111.png,HGG\seg\patient010_slice111.png
HGG\flair\patient110_slice110.png,HGG\seg\patient110_slice110.png
LGG\flair\patient038_slice119.png,LGG\seg\patient038_slice119.png
HGG\flair\patient044_slice096.png,HGG\seg\patient044_slice096.png
HGG\flair\patient021_slice091.png,HGG\seg\patient021_slice091.png
HGG\flair\patient051_slice080.png,HGG\seg\patient051_slice080.png
HGG\flair\patient184_slice114.png,HGG\seg\patient184_slice114.png
HGG\flair\patient141_slice107.png,HGG\seg\patient141_slice107.png
HGG\flair\patient024_slice092.png,HGG\seg\patient024_slice092.png
HGG\flair\patient033_slice070.png,HGG\seg\patient033_slice070.png
HGG\flair\patient153_slice082.png,HGG\seg\patient153_slice082.png
HGG\flair\patient216_slice088.png,HGG\seg\patient216_slice088.png
LGG\flair\patient007_slice119.png,LGG\seg\patient007_slice119.png
HGG\flair\patient227_slice102.png,HGG\seg\patient227_slice102.png
LGG\flair\patient022_slice119.png,LGG\seg\patient022_slice119.png
HGG\flair\patient020_slice108.png,HGG\seg\patient020_slice108.png
HGG\flair\patient025_slice083.png,HGG\seg\patient025_slice083.png
HGG\flair\patient148_slice098.png,HGG\seg\patient148_slice098.png
HGG\flair\patient242_slice077.png,HGG\seg\patient242_slice077.png
HGG\flair\patient170_slice089.png,HGG\seg\patient170_slice089.png
LGG\flair\patient026_slice096.png,LGG\seg\patient026_slice096.png
HGG\flair\patient138_slice086.png,HGG\seg\patient138_slice086.png
HGG\flair\patient160_slice080.png,HGG\seg\patient160_slice080.png
LGG\flair\patient043_slice079.png,LGG\seg\patient043_slice079.png
HGG\flair\patient020_slice090.png,HGG\seg\patient020_slice090.png
HGG\flair\patient069_slice112.png,HGG\seg\patient069_slice112.png
HGG\flair\patient020_slice117.png,HGG\seg\patient020_slice117.png
HGG\flair\patient231_slice087.png,HGG\seg\patient231_slice087.png
HGG\flair\patient162_slice113.png,HGG\seg\patient162_slice113.png
LGG\flair\patient069_slice075.png,LGG\seg\patient069_slice075.png
HGG\flair\patient007_slice113.png,HGG\seg\patient007_slice113.png
LGG\flair\patient005_slice076.png,LGG\seg\patient005_slice076.png
LGG\flair\patient037_slice077.png,LGG\seg\patient037_slice077.png
LGG\flair\patient030_slice110.png,LGG\seg\patient030_slice110.png
HGG\flair\patient082_slice073.png,HGG\seg\patient082_slice073.png
HGG\flair\patient246_slice089.png,HGG\seg\patient246_slice089.png
HGG\flair\patient193_slice072.png,HGG\seg\patient193_slice072.png
LGG\flair\patient075_slice082.png,LGG\seg\patient075_slice082.png
HGG\flair\patient079_slice107.png,HGG\seg\patient079_slice107.png
HGG\flair\patient258_slice084.png,HGG\seg\patient258_slice084.png
LGG\flair\patient069_slice088.png,LGG\seg\patient069_slice088.png
HGG\flair\patient033_slice074.png,HGG\seg\patient033_slice074.png
LGG\flair\patient062_slice079.png,LGG\seg\patient062_slice079.png
HGG\flair\patient150_slice092.png,HGG\seg\patient150_slice092.png
HGG\flair\patient099_slice085.png,HGG\seg\patient099_slice085.png
LGG\flair\patient022_slice072.png,LGG\seg\patient022_slice072.png
HGG\flair\patient006_slice084.png,HGG\seg\patient006_slice084.png
HGG\flair\patient023_slice090.png,HGG\seg\patient023_slice090.png
LGG\flair\patient066_slice079.png,LGG\seg\patient066_slice079.png
HGG\flair\patient207_slice112.png,HGG\seg\patient207_slice112.png
LGG\flair\patient063_slice097.png,LGG\seg\patient063_slice097.png
LGG\flair\patient024_slice109.png,LGG\seg\patient024_slice109.png
HGG\flair\patient080_slice103.png,HGG\seg\patient080_slice103.png
HGG\flair\patient029_slice096.png,HGG\seg\patient029_slice096.png
HGG\flair\patient063_slice091.png,HGG\seg\patient063_slice091.png
HGG\flair\patient092_slice085.png,HGG\seg\patient092_slice085.png
HGG\flair\patient014_slice091.png,HGG\seg\patient014_slice091.png
HGG\flair\patient179_slice079.png,HGG\seg\patient179_slice079.png
HGG\flair\patient072_slice070.png,HGG\seg\patient072_slice070.png
HGG\flair\patient145_slice080.png,HGG\seg\patient145_slice080.png
LGG\flair\patient066_slice097.png,LGG\seg\patient066_slice097.png
HGG\flair\patient176_slice086.png,HGG\seg\patient176_slice086.png
HGG\flair\patient046_slice100.png,HGG\seg\patient046_slice100.png
LGG\flair\patient056_slice098.png,LGG\seg\patient056_slice098.png
HGG\flair\patient085_slice118.png,HGG\seg\patient085_slice118.png
HGG\flair\patient010_slice077.png,HGG\seg\patient010_slice077.png
HGG\flair\patient175_slice118.png,HGG\seg\patient175_slice118.png
HGG\flair\patient185_slice080.png,HGG\seg\patient185_slice080.png
HGG\flair\patient151_slice109.png,HGG\seg\patient151_slice109.png
HGG\flair\patient157_slice070.png,HGG\seg\patient157_slice070.png
HGG\flair\patient235_slice092.png,HGG\seg\patient235_slice092.png
HGG\flair\patient023_slice097.png,HGG\seg\patient023_slice097.png
LGG\flair\patient018_slice102.png,LGG\seg\patient018_slice102.png
HGG\flair\patient106_slice109.png,HGG\seg\patient106_slice109.png
LGG\flair\patient026_slice073.png,LGG\seg\patient026_slice073.png
HGG\flair\patient002_slice100.png,HGG\seg\patient002_slice100.png
HGG\flair\patient004_slice076.png,HGG\seg\patient004_slice076.png
HGG\flair\patient145_slice090.png,HGG\seg\patient145_slice090.png
HGG\flair\patient167_slice073.png,HGG\seg\patient167_slice073.png
HGG\flair\patient037_slice087.png,HGG\seg\patient037_slice087.png
HGG\flair\patient156_slice095.png,HGG\seg\patient156_slice095.png
HGG\flair\patient239_slice097.png,HGG\seg\patient239_slice097.png
HGG\flair\patient170_slice115.png,HGG\seg\patient170_slice115.png
HGG\flair\patient197_slice114.png,HGG\seg\patient197_slice114.png
HGG\flair\patient132_slice112.png,HGG\seg\patient132_slice112.png
HGG\flair\patient038_slice075.png,HGG\seg\patient038_slice075.png
HGG\flair\patient094_slice108.png,HGG\seg\patient094_slice108.png
HGG\flair\patient191_slice097.png,HGG\seg\patient191_slice097.png
HGG\flair\patient197_slice095.png,HGG\seg\patient197_slice095.png
LGG\flair\patient049_slice099.png,LGG\seg\patient049_slice099.png
HGG\flair\patient216_slice104.png,HGG\seg\patient216_slice104.png
HGG\flair\patient109_slice080.png,HGG\seg\patient109_slice080.png
HGG\flair\patient253_slice108.png,HGG\seg\patient253_slice108.png
HGG\flair\patient244_slice113.png,HGG\seg\patient244_slice113.png
HGG\flair\patient156_slice101.png,HGG\seg\patient156_slice101.png
HGG\flair\patient240_slice099.png,HGG\seg\patient240_slice099.png
HGG\flair\patient210_slice118.png,HGG\seg\patient210_slice118.png
HGG\flair\patient193_slice078.png,HGG\seg\patient193_slice078.png
HGG\flair\patient196_slice071.png,HGG\seg\patient196_slice071.png
HGG\flair\patient245_slice095.png,HGG\seg\patient245_slice095.png
HGG\flair\patient151_slice084.png,HGG\seg\patient151_slice084.png
HGG\flair\patient049_slice096.png,HGG\seg\patient049_slice096.png
HGG\flair\patient126_slice073.png,HGG\seg\patient126_slice073.png
LGG\flair\patient048_slice095.png,LGG\seg\patient048_slice095.png
HGG\flair\patient070_slice079.png,HGG\seg\patient070_slice079.png
HGG\flair\patient189_slice085.png,HGG\seg\patient189_slice085.png
HGG\flair\patient179_slice115.png,HGG\seg\patient179_slice115.png
HGG\flair\patient201_slice088.png,HGG\seg\patient201_slice088.png
LGG\flair\patient017_slice073.png,LGG\seg\patient017_slice073.png
LGG\flair\patient062_slice087.png,LGG\seg\patient062_slice087.png
LGG\flair\patient054_slice092.png,LGG\seg\patient054_slice092.png
HGG\flair\patient166_slice091.png,HGG\seg\patient166_slice091.png
HGG\flair\patient030_slice072.png,HGG\seg\patient030_slice072.png
HGG\flair\patient111_slice082.png,HGG\seg\patient111_slice082.png
HGG\flair\patient096_slice108.png,HGG\seg\patient096_slice108.png
HGG\flair\patient129_slice077.png,HGG\seg\patient129_slice077.png
LGG\flair\patient049_slice080.png,LGG\seg\patient049_slice080.png
LGG\flair\patient054_slice108.png,LGG\seg\patient054_slice108.png
HGG\flair\patient245_slice085.png,HGG\seg\patient245_slice085.png
HGG\flair\patient238_slice117.png,HGG\seg\patient238_slice117.png
HGG\flair\patient080_slice093.png,HGG\seg\patient080_slice093.png
HGG\flair\patient168_slice106.png,HGG\seg\patient168_slice106.png
HGG\flair\patient020_slice112.png,HGG\seg\patient020_slice112.png
HGG\flair\patient230_slice084.png,HGG\seg\patient230_slice084.png
HGG\flair\patient085_slice109.png,HGG\seg\patient085_slice109.png
LGG\flair\patient059_slice070.png,LGG\seg\patient059_slice070.png
HGG\flair\patient228_slice073.png,HGG\seg\patient228_slice073.png
LGG\flair\patient029_slice086.png,LGG\seg\patient029_slice086.png
HGG\flair\patient244_slice087.png,HGG\seg\patient244_slice087.png
HGG\flair\patient121_slice072.png,HGG\seg\patient121_slice072.png
HGG\flair\patient176_slice101.png,HGG\seg\patient176_slice101.png
LGG\flair\patient063_slice100.png,LGG\seg\patient063_slice100.png
LGG\flair\patient051_slice094.png,LGG\seg\patient051_slice094.png
HGG\flair\patient002_slice092.png,HGG\seg\patient002_slice092.png
HGG\flair\patient023_slice101.png,HGG\seg\patient023_slice101.png
HGG\flair\patient162_slice072.png,HGG\seg\patient162_slice072.png
HGG\flair\patient122_slice091.png,HGG\seg\patient122_slice091.png
HGG\flair\patient173_slice087.png,HGG\seg\patient173_slice087.png
LGG\flair\patient068_slice075.png,LGG\seg\patient068_slice075.png
HGG\flair\patient065_slice083.png,HGG\seg\patient065_slice083.png
LGG\flair\patient027_slice088.png,LGG\seg\patient027_slice088.png
HGG\flair\patient163_slice073.png,HGG\seg\patient163_slice073.png
HGG\flair\patient006_slice119.png,HGG\seg\patient006_slice119.png
HGG\flair\patient214_slice079.png,HGG\seg\patient214_slice079.png
HGG\flair\patient028_slice074.png,HGG\seg\patient028_slice074.png
HGG\flair\patient230_slice098.png,HGG\seg\patient230_slice098.png
LGG\flair\patient010_slice096.png,LGG\seg\patient010_slice096.png
HGG\flair\patient194_slice104.png,HGG\seg\patient194_slice104.png
HGG\flair\patient096_slice090.png,HGG\seg\patient096_slice090.png
HGG\flair\patient246_slice093.png,HGG\seg\patient246_slice093.png
HGG\flair\patient160_slice075.png,HGG\seg\patient160_slice075.png
HGG\flair\patient060_slice106.png,HGG\seg\patient060_slice106.png
HGG\flair\patient157_slice077.png,HGG\seg\patient157_slice077.png
LGG\flair\patient053_slice103.png,LGG\seg\patient053_slice103.png
LGG\flair\patient027_slice097.png,LGG\seg\patient027_slice097.png
HGG\flair\patient221_slice098.png,HGG\seg\patient221_slice098.png
HGG\flair\patient146_slice108.png,HGG\seg\patient146_slice108.png
LGG\flair\patient011_slice086.png,LGG\seg\patient011_slice086.png
LGG\flair\patient054_slice101.png,LGG\seg\patient054_slice101.png
HGG\flair\patient070_slice084.png,HGG\seg\patient070_slice084.png
